Name.1,Age,Hometown,Home country,Boarded,Destination,Lifeboat,Body,pclass
"Smith, Mr. Lucien Philip",24,"Huntington, West Virginia, US",,Cherbourg,"Huntington, West Virginia, US",,,
"Smith, Mrs. Mary Eloise (née Hughes)",18,"Huntington, West Virginia, US",,Cherbourg,"Huntington, West Virginia, US",6,,
"Smith, Mr. Richard William",57,"Streatham, London, England, UK",,Southampton,New York City,,,
"Snyder, Mr. John Pillsbury",24,"Minneapolis, Minnesota, US",,Southampton,"Minneapolis, Minnesota, US",7,,
"Snyder, Mrs. Nellie (née Stevenson)",23,"Minneapolis, Minnesota, US",,Southampton,"Minneapolis, Minnesota, US",7,,
"Spedden, Mr. Frederic Oakley",45,"Tuxedo Park, New York, US",,Cherbourg,"Tuxedo Park, New York, US",3,,
"Spedden, Mrs. Margaretta Corning (née Stone)",39,"Tuxedo Park, New York, US",,Cherbourg,"Tuxedo Park, New York, US",3,,
"and maid, Miss Helen Alice Wilson",31,"Tuxedo Park, New York, US",,Cherbourg,"Tuxedo Park, New York, US",3,,
"Spedden, Master Robert Douglas",6,"Tuxedo Park, New York, US",,Cherbourg,"Tuxedo Park, New York, US",3,,
"and nurse, Miss Elizabeth Margaret Burns",41,"Tuxedo Park, New York, US",,Cherbourg,"Tuxedo Park, New York, US",3,,
"Spencer, Mr. William Augustus",57,New York City,,Cherbourg,New York City,,,
"Spencer, Mrs. Marie Eugénie (née Demougeot)",45,New York City,,Cherbourg,New York City,6,,
"and maid, Miss Eugenie Elise Lurette",59,New York City,,Cherbourg,New York City,6,,
"Stähelin-Maeglin, Dr. Max",32,"Basel, Switzerland",,Southampton,New York City,3,,
"Stead, Mr. William Thomas",62,"London, England, UK",,Southampton,New York City,,,
"Stengel, Mr. Charles Emil Henry",54,"Newark, New Jersey, US",,Cherbourg,"Newark, New Jersey, US",1,,
"Stengel, Mrs. Annie May (née Morris)",44,"Newark, New Jersey, US",,Cherbourg,"Newark, New Jersey, US",5,,
"Stephenson, Mrs. Martha (née Eustis)",52,"Paris, France",,Cherbourg,"Haverford, Pennsylvania, US",4,,
"Stewart, Mr. Albert A.",54,"Cincinnati, Ohio, US",,Cherbourg,"Gallipolis, Ohio, US",,,
"Stone, Mrs. Martha Evelyn (née Stevens)",62,New York City,,Southampton,New York City,6,,
"and maid, Miss Amelie ""Amelia"" Icard",38,New York City,,Southampton,New York City,6,,
"Straus, Mr. Isidor",67,New York City,,Southampton,New York City,,96,
"and valet, Mr. John Farthing",57,New York City,,Southampton,New York City,,,
"Straus, Mrs. Rosalie Ida (née Blun)",63,New York City,,Southampton,New York City,,,
"and maid, Miss Ellen Bird",31,New York City,,Southampton,New York City,8,,
"Sutton, Mr. Frederick",61,"Haddonfield, New Jersey, US",,Southampton,"Haddonfield, New Jersey, US",,46,
"Swift, Mrs. Margaret Welles (née Barron)",46,New York City,,Southampton,New York City,8,,
"Taussig, Mr. Emil",52,New York City,,Southampton,New York City,,,
"Taussig, Mrs. Tillie (née Mandelbaum)",39,New York City,,Southampton,New York City,8,,
"Taussig, Miss Ruth",18,New York City,,Southampton,New York City,8,,
"Taylor, Mr. Elmer Zebley",48,"London, England, UK",,Southampton,"East Orange, New Jersey, US",5,,
"Taylor, Mrs. Juliet Cummins (née Wright)",48,"London, England, UK",,Southampton,"East Orange, New Jersey, US",5,,
"Thayer, Mr. John Borland II",49,"Haverford, Pennsylvania, US",,Cherbourg,"Haverford, Pennsylvania, US",,,
"Thayer, Mrs. Marian Longsteth (née Morris)",39,"Haverford, Pennsylvania, US",,Cherbourg,"Haverford, Pennsylvania, US",4,,
"and maid, Miss Margaret Fleming",42,"Haverford, Pennsylvania, US",,Cherbourg,"Haverford, Pennsylvania, US",4,,
"Thayer, Mr. John Borland ""Jack"" III",17,"Haverford, Pennsylvania, US",,Cherbourg,"Haverford, Pennsylvania, US",B,,
"Thorne, Mrs. Gertrude Maybelle (née McMinn)",37,New York City,,Cherbourg,New York City,D,,
"Tucker, Mr. Gilbert Milligan Jr.",31,"Albany, New York, US",,Cherbourg,"Albany, New York, US",7,,
"Uruchurtu, Don Manuel E.",39,"Mexico City, Mexico",,Cherbourg,"Mexico City, Mexico",,,
"Van der Hoef, Mr. Wyckoff",61,"Brooklyn, New York, US",,Belfast,"Brooklyn, New York, US",,245,
"Walker, Mr. William Anderson",48,"East Orange, New Jersey, US",,Southampton,"East Orange, New Jersey, US",,,
"Warren, Mr. Frank Manley",63,"Portland, Oregon, US",,Cherbourg,"Portland, Oregon, US",,,
"Warren, Mrs. Anna Sophia (née Atkinson)",60,"Portland, Oregon, US",,Cherbourg,"Portland, Oregon, US",5,,
"Weir, Colonel John",59,New York City,,Southampton,New York City,,,
"White, Mr. Percival Wayland",54,"Brunswick, Maine, US",,Southampton,"Brunswick, Maine, US",,,
"White, Mr. Richard Frasar",21,"Brunswick, Maine, US",,Southampton,"Brunswick, Maine, US",,169,
"White, Mrs. Ella (née Holmes)",55,New York City,,Cherbourg,New York City,8,,
"and maid, Miss Amelia Mayo ""Nellie"" Bessette",39,New York City,,Cherbourg,New York City,8,,
"and manservant, Mr. Sante Righini",22,New York City,,Cherbourg,New York City,,232,
"Wick, Colonel George Dennick",58,"Youngstown, Ohio, US",,Southampton,"Youngstown, Ohio, US",,,
"Wick, Mrs. Mary (née Hitchcock)",45,"Youngstown, Ohio, US",,Southampton,"Youngstown, Ohio, US",8,,
"Wick, Miss Mary Natalie",31,"Youngstown, Ohio, US",,Southampton,"Youngstown, Ohio, US",8,,
"Widener, Mr. George Dunton",50,"Philadelphia, Pennsylvania, US",,Southampton,"Philadelphia, Pennsylvania, US",,,
"and valet, Mr. Edwin Herbert Keeping",33,"Philadelphia, Pennsylvania, US",,Southampton,"Philadelphia, Pennsylvania, US",,45,
"Widener, Mrs. Eleanor (née Elkins)",50,"Philadelphia, Pennsylvania, US",,Southampton,"Philadelphia, Pennsylvania, US",4,,
"and maid, Miss Amalie Henriette ""Emily"" Gieger",35,"Philadelphia, Pennsylvania, US",,Southampton,"Philadelphia, Pennsylvania, US",4,,
"Widener, Mr. Harry Elkins",27,"Philadelphia, Pennsylvania, US",,Southampton,"Philadelphia, Pennsylvania, US",,,
"Willard, Miss Constance",21,"Duluth, Minnesota, US",,Southampton,"Duluth, Minnesota, US",8,,
"Williams, Mr. Charles Duane",51,"Geneva, Switzerland",,Cherbourg,"Radnor, Pennsylvania, US",,,
"Williams, Mr. Richard Norris II",21,"Geneva, Switzerland",,Cherbourg,"Radnor, Pennsylvania, US",A,,
"Woolner, Mr. Hugh",45,"London, England, UK",,Southampton,New York City,D,,
"Wright, Mr. George",62,"Halifax, Nova Scotia, Canada",,Southampton,"Halifax, Nova Scotia, Canada",,,
"Young, Miss Marie Grice",36,New York City,,Cherbourg,New York City,8,,
